term,match_method,blob_key,blob_url
Devpechak (Cuscuta lehmanniana Bunge),exact/base,Devpechak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Devpechak.jpg
Dovuchcha,exact/base,Dovuchcha,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Dovuchcha.jpg
Dog‘li antraknoz,fuzzy>=0.94,Dog‘li antaraknoz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Dog‘li-antaraknoz.jpg
Dumbul,missing,,
Dumbullik,missing,,
Duragay,exact/base,Duragay,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Duragay.jpg
Duragaylamoq,exact/base,Duragaylamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Duragaylamoq.jpg
Duragaylash,exact/base,Duragaylash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Duragaylash.jpg
Duragaylar ko‘chatzori,exact/base,Duragaylar ko‘chatzori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Duragaylar-ko‘chatzori.jpg
Duragay urug‘,exact/base,Duragay urug‘,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Duragay-urug‘.jpg
Dusen,exact/base,Dusen,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Dusen.jpg
Duvarak,exact/base,Duvarak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Duvarak.jpg
Duxobagul (Tagetes spp.),exact/base,Duxobagul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Duxobagul.jpg
Do‘lana (Crataegus L.),exact/base,Do‘lana,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Do‘lana.jpg
Do‘lana mevasi,exact/base,Do‘lana mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Do‘lana-mevasi.jpg
Efir moyli atirgullar,exact/base,Efir moyli atirgullar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Efir-moyli-atirgullar.jpg
Egat,exact/base,Egat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Egat.jpg
Egat olib sug‘orish,exact/base,Egat olib sug‘orish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Egat-olib-sug‘orish.jpg
Egat ochmoq,exact/base,Egat ochmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Egat-ochmoq.jpg
Ekmoq,exact/base,Ekmoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ekmoq.jpg
Ekzokarp,exact/base,Ekzokarp,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ekzokarp.jpg
Elita,exact/base,Elita,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Elita.jpg
Elita urug‘chilik xo‘jaligi,exact/base,Elita urug‘chilik xo‘jaligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Elita-urug‘chilik-xo‘jaligi.jpg
Eman (Quercus robur L. va Quercus spp.),exact/base,Eman,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Eman.jpg
Endokarp,exact/base,Endokarp,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Endokarp.jpg
Entomofil o‘simliklar,exact/base,Entomofil o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Entomofil-o‘simliklar.jpg
Entomologiya,exact/base,Entomologiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Entomologiya.jpg
Epifitotiya,exact/base,Epifitotiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Epifitotiya.jpg
Epikotil,exact/base,Epikotil,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Epikotil.jpg
Ertapishar,missing,,
Echkiemar uzum (Vitis vinifera L. ‘Echkiemar’),exact/base,Echkiemar uzum,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Echkiemar-uzum.jpg
Fassiatsiya,exact/base,Fassiatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fassiatsiya.jpg
Faza,exact/base,Faza,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Faza.jpg
Fenologik kuzatishlar,exact/base,Fenologik kuzatishlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fenologik-kuzatishlar.jpg
Fenologiya,exact/base,Fenologiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fenologiya.jpg
Fenotip,exact/base,Fenotip,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fenotip.jpg
Filloksera (Viteus vitifoliae),missing,,
Fitofaglar,exact/base,Fitofaglar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fitofaglar.jpg
Fitogormonlar,missing,,
Fitonsid,exact/base,Fitonsid,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fitonsid.jpg
Fitopatologiya,exact/base,Fitopatologiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fitopatologiya.jpg
Fitopatologik tahlil,exact/base,Fitopatologik tahlil,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fitopatologik tahlil.jpg
Fitotron,exact/base,Fitotron,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fitotron.jpg
Floks (Phlox L.),exact/base,Floks,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Floks.jpg
Florarium,exact/base,Florarium,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Florarium.jpg
Fontaneziya (Fontanesia phillyreoides),exact/base,Fontaneziya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fontaneziya.jpg
Forzitsiya (Forsythia Vahl),exact/base,Forzitsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Forzitsiya.jpg
Fosfor,exact/base,Fosfor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fosfor.jpg
Fosfatli,missing,,
Fosforli o‘g‘itlar,exact/base,Fosforli o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fosforli-o‘g‘itlar.jpg
Fotodavriylik,exact/base,Fotodavriylik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fotodavriylik.jpg
Fotosintez,exact/base,Fotosintez,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fotosintez.jpg
Foydali hasharotlar,exact/base,Foydali hasharotlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Foydali-hasharotlar.jpg
Fruktoza,exact/base,Fruktoza,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fruktoza.jpg
Fumigatsiya,exact/base,Fumigatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fumigatsiya.jpg
Fumigantlar,missing,,
Fungitsidlar,exact/base,Fungitsidlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Fungitsidlar.jpg
Garmdori (Capsicum annuum L.),exact/base,Garmdori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Garmdori.jpg
Gazon,exact/base,Gazon,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gazon.jpg
Geksaxloran,exact/base,Geksaxloran,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Geksaxloran.jpg
Genetik himoya usuli,exact/base,Genetik himoya usuli,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Genetik-himoya-usuli.jpg
Gerbitsidlar,exact/base,Gerbitsidlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gerbitsidlar.jpg
Geterozis,exact/base,Geterozis,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Geterozis.jpg
Gibrid,exact/base,Gibrid,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gibrid.jpg
Gibridizatsiya,exact/base,Gibridizatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gibridizatsiya.jpg
Gibridlamoq,exact/base,Gibridlamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gibridlamoq.jpg
Gidroponika,exact/base,Gidroponika,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gidroponika.jpg
Gidromelioratsiya,exact/base,Gidromelioratsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gidromelioratsiya.jpg
Gigrofitlar,exact/base,Gigrofitlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gigrofitlar.jpg
Gilos (Prunus avium L.),exact/base,Gilos,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gilos.jpg
Gilos mevasi,exact/base,Gilos mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gilos-mevasi.jpg
Giloszor,exact/base,Giloszor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Giloszor.jpg
Gipokotil,exact/base,Gipokotil,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gipokotil.jpg
Glikofitlar,missing,,
Glyukoza,exact/base,Glyukoza,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Glyukoza.jpg
Gommoz (Gummosis),exact/base,Gommoz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gommoz.jpg
Granulyatsiya,exact/base,Granulyatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Granulyatsiya.jpg
Greypfrut (Citrus paradisi Macfad),exact/base,Greypfrut,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Greypfrut.jpg
Greypfrut mevasi,exact/base,Greypfrut mevasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Greypfrut-mevasi.jpg
Grunt,exact/base,Grunt,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Grunt.jpg
Gruntshunoslik,exact/base,Gruntshunoslik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gruntshunoslik.jpg
Gul,exact/base,Gul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gul.jpg
Gulband,exact/base,Gulband,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulband.jpg
Gulbarg,exact/base,Gulbarg,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulbarg.jpg
Gulbeor (Portulaca grandiflora Hook.),exact/base,Gulbeor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulbeor.jpg
Gulkaram (Brassica oleracea var. botrytis L.),exact/base,Gulkaram,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulkaram.jpg
Gulkosa,exact/base,Gulkosa,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulkosa.jpg
Gulkurtak (Gemma floralis),exact/base,Gulkurtak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulkurtak.jpg
Gulqaychi,exact/base,Gulqaychi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulqaychi.jpg
Gulqo‘rg‘on,exact/base,Gulqo‘rg‘on,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulqo‘rg‘on.jpg
Gulsapsar (Iris L.),exact/base,Gulsapsar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulsapsar.jpg
Gultoj,exact/base,Gultoj,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gultoj.jpg
Gultojixo‘roz (Celosia cristata L.),exact/base,Gultojixo‘roz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gultojixo‘roz.jpg
Gullamoq,exact/base,Gullamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gullamoq.jpg
Gullash davri,exact/base,Gullash davri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gullash-davri.jpg
Gulxayri (Alcea rosea L.),exact/base,Gulxayri,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulxayri.jpg
Gulzor,exact/base,Gulzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulzor.jpg
Gul changi,exact/base,Gul changi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gul-changi.jpg
Gulchilik,exact/base,Gulchilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gulchilik.jpg
Gumin o‘g‘itlar,exact/base,Gumin o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gumin-o‘g‘itlar.jpg
Gumus,exact/base,Gumus,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Gumus.jpg
Havo namligi,exact/base,Havo namligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Havo-namligi.jpg
Harorat,exact/base,Harorat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Harorat.jpg
Zararkunanda hasharotlar,missing,,
Himoya vositalari,exact/base,Himoya vositalari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Himoya-vositalari.jpg
Hosil,exact/base,Hosil,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hosil.jpg
Hosildor,missing,,
Hosildorlik,exact/base,Hosildorlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hosildorlik.jpg
Hosilli,exact/base,Hosilli,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hosilli.jpg
Hosilsiz,exact/base,Hosilsiz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hosilsiz.jpg
Hosilni yig‘ish,missing,,
Hosil indeksi,exact/base,Hosil indeksi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hosil-indeksi.jpg
Hosil kurtagi (Gemma fructifera),exact/base,Hosil kurtagi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hosil-kurtagi.jpg
Hujayra,exact/base,Hujayra,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hujayra.jpg
Hujayra devori,exact/base,Hujayra devori,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hujayra-devori.jpg
Hujayra injineriyasi,exact/base,Hujayra injineriyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Hujayra-injineriyasi.jpg
Husayni,exact/base,Husayni,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Husayni.jpg
Ignabarg,exact/base,Ignabarg,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ignabarg.jpg
"Ignabargli o‘simliklar (Pinophyta, Coniferae)",exact/base,Ignabargli o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ignabargli-o‘simliklar.jpg
Ihota,exact/base,Ihota,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ihota.jpg
Ihota daraxtlari,exact/base,Ihota daraxtlari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ihota-daraxtlari.jpg
Ikki pallali o‘simliklar (Dicotyledones),exact/base,Ikki pallali o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ikki-pallali-o‘simliklar.jpg
Ikki uyli o‘simliklar,exact/base,Ikki uyli o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ikki-uyli-o‘simliklar.jpg
Ildiz (radix),exact/base,Ildiz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ildiz.jpg
Ildizmeva,exact/base,Ildizmeva,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ildizmeva.jpg
Ildizmevalilar,exact/base,Ildizmevalilar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ildizmevalilar.jpg
Ildizpoya (rhizoma),exact/base,Ildizpoya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ildizpoya.jpg
"Ildiz tukchalari (Pilus radicalis, pl. pili radicales)",exact/base,Ildiz tukchalari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ildiz-tukchalari.jpg
Ildiz chirishi,exact/base,Ildiz chirishi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ildiz-chirishi.jpg
Immunli nav,exact/base,Immunli nav,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Immunli-nav.jpg
Infeksion kasalliklar,exact/base,Infeksion kasalliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Infeksion-kasalliklar.jpg
Ingichka barg jiyda (Elaeagnus angustifolia L.),exact/base,Ingichka barg jiyda,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ingichka-barg-jiyda.jpg
Insektitsidlar,exact/base,Insektitsidlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Insektitsidlar.jpg
Intensiv,missing,,
Intensiv bog‘lar,exact/base,Intensiv bog‘lar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Intensiv-bog‘lar.jpg
Introduksiya,exact/base,Introduksiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Introduksiya.jpg
Introduksion ko‘chatzor,exact/base,Introduksion ko‘chatzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Introduksion-ko‘chatzor.jpg
Iskanapayvand,exact/base,Iskanapayvand,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Iskanapayvand.jpg
Issiqlik,exact/base,Issiqlik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Issiqlik.jpg
Issiqxona,exact/base,Issiqxona,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Issiqxona.jpg
Issiqxona xo‘jaligi,exact/base,Issiqxona xo‘jaligi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Issiqxona-xo‘jaligi.jpg
Issiqxona o‘simliklari,exact/base,Issiqxona o‘simliklari,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Issiqxona-o‘simliklari.jpg
Itburun na’matagi (Rosa canina L.),exact/base,Itburun na’matagi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Itburun-na’matagi.jpg
Itog‘iz (Antirrhinum majus L.),exact/base,Itog‘iz,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Itog‘iz.jpg
Ishkom,exact/base,Ishkom,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ishkom.jpg
Jiyda (Elaeagnus L.),exact/base,Jiyda,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Jiyda.jpg
Jiydadoshlar (Elaeagnaceae),exact/base,Jiydadoshlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Jiydadoshlar.jpg
Juft chatishtirish,exact/base,Juft chatishtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Juft-chatishtirish.jpg
Jo‘yaklab ekish,exact/base,Jo‘yaklab ekish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Jo‘yaklab-ekish.jpg
Kaktus (Cactaceae),exact/base,Kaktus,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kaktus.jpg
Kaliy (K),exact/base,Kaliy,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kaliy.jpg
Kaliyli o‘g‘itlar,exact/base,Kaliyli o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kaliyli-o‘g‘itlar.jpg
Kalla (Zantedeschia spp.),exact/base,Kalla,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kalla.jpg
Kallak,exact/base,Kallak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kallak.jpg
Kallakdor,exact/base,Kallakdor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kallakdor.jpg
Kallaklamoq,exact/base,Kallaklamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kallaklamoq.jpg
Kanada solidagosi (Solidago canadensis L.),exact/base,Kanada solidagosi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kanada-solidagosi.jpg
Kandil Sinap olma navi,exact/base,Kandil sinap olma navi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kandil-sinap-olma-navi.jpg
Kaprifol shilvisi (Lonicera caprifolium L.),exact/base,Kaprifol shilvisi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kaprifol-shilvisi.jpg
Karantin,exact/base,Karantin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Karantin.jpg
Karantin sinash laboratoriyasi,exact/base,Karantin sinash laboratoriyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Karantin-sinash-laboratoriyasi.jpg
Karbamid (CO(NH₂)₂),exact/base,Karbamid,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Karbamid.jpg
Karnaygul (Ipomoea L.),exact/base,Karnaygul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Karnaygul.jpg
Karotin (C₄₀H₅₆),exact/base,Karotin,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Karotin.jpg
Kartoshka (Solanum tuberosum L.),exact/base,Kartoshka,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kartoshka.jpg
Kartoshkagul (Dahlia pinnata Cav.),exact/base,Kartoshkagul,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kartoshkagul.jpg
Kartoshkachilik,exact/base,Kartoshkachilik,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kartoshkachilik.jpg
Kaskad sharshara,fuzzy>=0.94,Kaskadsharshara,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kaskadsharshara.jpg
Karam (Brassica oleracea L. Capitata Group),exact/base,Karam,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Karam.jpg
Karamdoshlar (Brassicaceae Burnett),exact/base,Karamdoshlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Karamdoshlar.jpg
Kelreyteriya (Koelreuteria paniculata Laxm.),missing,,
Ketmon,exact/base,Ketmon,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ketmon.jpg
Kechpishar,missing,,
Kimyoviy himoya usuli,exact/base,Kimyoviy himoya usuli,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kimyoviy-himoya-usuli.jpg
Kishmish (Vitis vinifera L.),exact/base,Kishmish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kishmish.jpg
Klon,exact/base,Klon,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Klon.jpg
Klonal mikroko‘paytirish,exact/base,Klonal mikroko‘paytirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Klonal-mikroko‘paytirish.jpg
Klonlash,exact/base,Klonlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Klonlash.jpg
Klon tanlash,exact/base,Klon tanlash,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Klon-tanlash.jpg
Klumba,exact/base,Klumba,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Klumba.jpg
Kokos (Cocos nucifera L.),exact/base,Kokos,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kokos.jpg
Kola daraxti (Cola Schott et Endl.),exact/base,Kola daraxti,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kola-daraxti.jpg
Kolomikta aktinidiyasi (Actinidia kolomikta (Maxim. & Rupr.) Maxim.),exact/base,Kolomikta aktinidiyasi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kolomikta-aktinidiyasi.jpg
Kolorit,exact/base,Kolorit,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kolorit.jpg
Kom,exact/base,Kom,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kom.jpg
Kompost,exact/base,Kompost,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kompost.jpg
Kompostlamoq,exact/base,Kompostlamoq,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kompostlamoq.jpg
Kompozitsiya,exact/base,Kompozitsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kompozitsiya.jpg
Kosmeya (Cosmos Cav.),exact/base,Kosmeya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kosmeya.jpg
Konsentrlangan o‘g‘itlar,exact/base,Konsentrlangan o‘g‘itlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Konsentrlangan-o‘g‘itlar.jpg
Kultivator,exact/base,Kultivator,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kultivator.jpg
Kultivatsiya,exact/base,Kultivatsiya,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kultivatsiya.jpg
Kurak,exact/base,Kurak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kurak.jpg
Kurtak (Gemma),exact/base,Kurtak,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kurtak.jpg
Kurtak payvand,exact/base,Kurtak payvand,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kurtak-payvand.jpg
Kuyish,exact/base,Kuyish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kuyish.jpg
Kuzgi,exact/base,Kuzgi,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kuzgi.jpg
Kuzgi so‘lish,exact/base,Kuzgi so‘lish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kuzgi-so‘lish.jpg
Kuzgi shudgor,exact/base,Kuzgi shudgor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kuzgi-shudgor.jpg
Ko‘kalamzorlashtirish,exact/base,Ko‘kalamzorlashtirish,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ko‘kalamzorlashtirish.jpg
Ko‘kat sabzavot ekinlari,fuzzy>=0.94,Ko‘kat sabzavot ekinlar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ko‘kat-sabzavot-ekinlar.jpg
Ko‘k bo‘tako‘z (Centaurea cyanus L.),exact/base,Ko‘k bo‘tako‘z,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ko‘k-bo‘tako‘z.jpg
Ko‘ksulton (Prunus nachichevanica S. Kudr.),exact/base,Ko‘ksulton,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ko‘ksulton.jpg
Ko‘p yillik o‘simliklar,fuzzy>=0.94,Kop yillik o‘simliklar,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Kop-yillik-o‘simliklar.jpg
Ko‘chat,exact/base,Ko‘chat,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ko‘chat.jpg
Ko‘chatxona,exact/base,Ko‘chatxona,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ko‘chatxona.jpg
Ko‘chatzor,exact/base,Ko‘chatzor,https://store_W6SAmavz4a8tGG7Q.blob.vercel-storage.com/Ko‘chatzor.jpg
